task,source_file,setting,embedding,comparator,metric,value,comparator_value,delta_vs_comparator_positive_is_better,metric_direction,is_failure,is_improvement,failure_magnitude,improvement_magnitude,small_test_warning,small_train_warning,diagnostic_only,severity_if_negative,direction
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_v6_fair,scGPT_human,pearson_r,0.9850086569786072,0.959985852241516,0.025022804737091175,higher_is_better,False,True,0,0.025022804737091175,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_v6_fair,scGPT_human,pearson_r,0.987378716468811,0.9684524536132812,0.018926262855529785,higher_is_better,False,True,0,0.018926262855529785,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_v6_fair,scGPT_human,pearson_r,0.979401707649231,0.9611549973487854,0.018246710300445557,higher_is_better,False,True,0,0.018246710300445557,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_v6_fair,scGPT_human,pearson_r,-0.9737740755081177,-0.9867907762527466,0.013016700744628906,higher_is_better,False,True,0,0.013016700744628906,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,cl_v6_fair,scGPT_human,pearson_r,-0.9884651899337769,-0.9942875504493712,0.005822360515594371,higher_is_better,False,True,0,0.005822360515594371,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,0.99609375,1.0,-0.00390625,higher_is_better,True,False,0.00390625,0,True,True,True,0.00390625,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,0.01953125,0.0,0.01953125,higher_is_better,False,True,0,0.01953125,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,0.0,0.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=8;n_train=18;n_test=1,cl_v6_fair,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,baseline,mse,1.9238548278808596,0.5399034023284912,1.3839514255523684,lower_is_better,True,False,1.3839514255523684,0,True,True,True,1.3839514255523684,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,baseline,mse,1.1853456497192385,0.0845106616616249,1.1008349880576136,lower_is_better,True,False,1.1008349880576136,0,True,True,True,1.1008349880576136,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=17;n_train=18;n_test=1,minus,baseline,mse,3.798295021057129,3.348284721374512,0.45001029968261674,lower_is_better,True,False,0.45001029968261674,0,True,True,True,0.45001029968261674,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,baseline,mse,1.8321478366851809,1.394498586654663,0.4376492500305178,lower_is_better,True,False,0.4376492500305178,0,True,True,True,0.4376492500305178,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,minus,baseline,mse,2.3282406330108643,1.9843281507492063,0.34391248226165794,lower_is_better,True,False,0.34391248226165794,0,True,True,True,0.34391248226165794,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=8;n_train=18;n_test=1,minus,baseline,mse,0.5258371829986572,0.1992620527744293,0.3265751302242279,lower_is_better,True,False,0.3265751302242279,0,True,True,True,0.3265751302242279,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,baseline,mse,0.2842968106269836,4.176182746887207,-3.8918859362602234,lower_is_better,False,True,0,3.8918859362602234,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,baseline,mse,0.0231206342577934,0.4953187108039856,-0.47219807654619217,lower_is_better,False,True,0,0.47219807654619217,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,baseline,mse,0.2087754905223846,0.6565757989883423,-0.4478003084659577,lower_is_better,False,True,0,0.4478003084659577,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,minus,baseline,mse,0.6493380069732666,1.017870306968689,-0.36853229999542236,lower_is_better,False,True,0,0.36853229999542236,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,baseline,pearson_r,-0.9520201683044434,0.98113214969635,-1.9331523180007935,higher_is_better,True,False,1.9331523180007935,0,True,True,True,1.9331523180007935,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,baseline,pearson_r,-0.8686624765396118,0.989834189414978,-1.8584966659545898,higher_is_better,True,False,1.8584966659545898,0,True,True,True,1.8584966659545898,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,baseline,pearson_r,-0.9151744842529296,-0.2159157842397689,-0.6992587000131607,higher_is_better,True,False,0.6992587000131607,0,True,True,True,0.6992587000131607,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,minus,baseline,pearson_r,0.9622790813446044,0.9827615022659302,-0.020482420921325795,higher_is_better,True,False,0.020482420921325795,0,True,True,True,0.020482420921325795,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,minus,baseline,pearson_r,-0.9801365733146667,-0.9624046087265016,-0.017731964588165172,higher_is_better,True,False,0.017731964588165172,0,True,True,True,0.017731964588165172,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,minus,baseline,pearson_r,-0.9858670234680176,-0.9748427271842957,-0.011024296283721924,higher_is_better,True,False,0.011024296283721924,0,True,True,True,0.011024296283721924,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,baseline,pearson_r,0.987602710723877,-0.9916195273399352,1.9792222380638123,higher_is_better,False,True,0,1.9792222380638123,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,baseline,pearson_r,0.9844776391983032,0.8265742659568787,0.15790337324142456,higher_is_better,False,True,0,0.15790337324142456,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,minus,baseline,pearson_r,0.962466597557068,0.8490070104598999,0.11345958709716808,higher_is_better,False,True,0,0.11345958709716808,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,baseline,pearson_r,0.9872764945030212,0.9794689416885376,0.007807552814483643,higher_is_better,False,True,0,0.007807552814483643,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,baseline,sign_acc,0.00390625,1.0,-0.99609375,higher_is_better,True,False,0.99609375,0,True,True,True,0.99609375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,baseline,sign_acc,0.0390625,1.0,-0.9609375,higher_is_better,True,False,0.9609375,0,True,True,True,0.9609375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,baseline,sign_acc,0.015625,0.37890625,-0.36328125,higher_is_better,True,False,0.36328125,0,True,True,True,0.36328125,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,baseline,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,baseline,sign_acc,1.0,0.93359375,0.06640625,higher_is_better,False,True,0,0.06640625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,minus,baseline,sign_acc,1.0,0.97265625,0.02734375,higher_is_better,False,True,0,0.02734375,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,minus,baseline,sign_acc,0.00390625,0.0,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,minus,baseline,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,baseline,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,minus,baseline,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,scGPT_human,mse,1.8321478366851809,0.3976057767868042,1.4345420598983767,lower_is_better,True,False,1.4345420598983767,0,True,True,True,1.4345420598983767,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=17;n_train=18;n_test=1,minus,scGPT_human,mse,3.798295021057129,2.7716593742370605,1.0266356468200684,lower_is_better,True,False,1.0266356468200684,0,True,True,True,1.0266356468200684,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,scGPT_human,mse,1.1853456497192385,0.6853030920028687,0.5000425577163699,lower_is_better,True,False,0.5000425577163699,0,True,True,True,0.5000425577163699,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,minus,scGPT_human,mse,0.8956947326660156,0.4314518570899963,0.46424287557601934,lower_is_better,True,False,0.46424287557601934,0,True,True,True,0.46424287557601934,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,minus,scGPT_human,mse,0.5744531154632568,0.2354008555412292,0.33905225992202764,lower_is_better,True,False,0.33905225992202764,0,True,True,True,0.33905225992202764,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,scGPT_human,mse,0.2842968106269836,1.6089675426483154,-1.3246707320213318,lower_is_better,False,True,0,1.3246707320213318,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,scGPT_human,mse,0.0231206342577934,0.9064547419548036,-0.8833341076970102,lower_is_better,False,True,0,0.8833341076970102,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,scGPT_human,mse,0.2087754905223846,0.945810854434967,-0.7370353639125824,lower_is_better,False,True,0,0.7370353639125824,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,scGPT_human,mse,1.9238548278808596,2.300218105316162,-0.3763632774353025,lower_is_better,False,True,0,0.3763632774353025,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,minus,scGPT_human,mse,0.6493380069732666,0.8486590385437012,-0.19932103157043457,lower_is_better,False,True,0,0.19932103157043457,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,scGPT_human,pearson_r,-0.9151744842529296,0.9914656281471252,-1.906640112400055,higher_is_better,True,False,1.906640112400055,0,True,True,True,1.906640112400055,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,scGPT_human,pearson_r,-0.8686624765396118,0.959985852241516,-1.828648328781128,higher_is_better,True,False,1.828648328781128,0,True,True,True,1.828648328781128,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,minus,scGPT_human,pearson_r,0.9622790813446044,0.9883593320846558,-0.02608025074005138,higher_is_better,True,False,0.02608025074005138,0,True,True,True,0.02608025074005138,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,minus,scGPT_human,pearson_r,0.9193900227546692,0.9301415681838988,-0.010751545429229625,higher_is_better,True,False,0.010751545429229625,0,True,True,True,0.010751545429229625,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,scGPT_human,pearson_r,0.987602710723877,-0.985987901687622,1.973590612411499,higher_is_better,False,True,0,1.973590612411499,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,scGPT_human,pearson_r,0.9844776391983032,-0.9791350960731506,1.9636127352714539,higher_is_better,False,True,0,1.9636127352714539,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,scGPT_human,pearson_r,-0.9520201683044434,-0.9849434494972228,0.03292328119277943,higher_is_better,False,True,0,0.03292328119277943,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,scGPT_human,pearson_r,0.9872764945030212,0.9611549973487854,0.02612149715423584,higher_is_better,False,True,0,0.02612149715423584,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,minus,scGPT_human,pearson_r,-0.9858670234680176,-0.9942875504493712,0.008420526981353649,higher_is_better,False,True,0,0.008420526981353649,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,minus,scGPT_human,pearson_r,-0.9801365733146667,-0.9867907762527466,0.006654202938079834,higher_is_better,False,True,0,0.006654202938079834,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.015625,1.0,-0.984375,higher_is_better,True,False,0.984375,0,True,True,True,0.984375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.0390625,1.0,-0.9609375,higher_is_better,True,False,0.9609375,0,True,True,True,0.9609375,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=0;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.99609375,1.0,-0.00390625,higher_is_better,True,False,0.00390625,0,True,True,True,0.00390625,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,minus,scGPT_human,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,minus,scGPT_human,sign_acc,1.0,0.0,1.0,higher_is_better,False,True,0,1.0,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.00390625,0.0,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.00390625,0.0,0.00390625,higher_is_better,False,True,0,0.00390625,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,minus,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=4;n_train=18;n_test=1,minus,scGPT_human,sign_acc,1.0,1.0,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,minus,scGPT_human,sign_acc,0.99609375,0.99609375,0.0,higher_is_better,False,False,0,0,True,True,True,0,tie
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,scGPT_human,baseline,mse,2.300218105316162,0.5399034023284912,1.760314702987671,lower_is_better,True,False,1.760314702987671,0,True,True,True,1.760314702987671,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,scGPT_human,baseline,mse,0.6853030920028687,0.0845106616616249,0.6007924303412437,lower_is_better,True,False,0.6007924303412437,0,True,True,True,0.6007924303412437,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,scGPT_human,baseline,mse,2.471885204315185,1.9843281507492063,0.4875570535659788,lower_is_better,True,False,0.4875570535659788,0,True,True,True,0.4875570535659788,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,scGPT_human,baseline,mse,0.9064547419548036,0.4953187108039856,0.411136031150818,lower_is_better,True,False,0.411136031150818,0,True,True,True,0.411136031150818,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=11;n_train=18;n_test=1,scGPT_human,baseline,mse,0.4614448249340057,0.0990769416093826,0.3623678833246231,lower_is_better,True,False,0.3623678833246231,0,True,True,True,0.3623678833246231,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,scGPT_human,baseline,mse,0.945810854434967,0.6565757989883423,0.28923505544662476,lower_is_better,True,False,0.28923505544662476,0,True,True,True,0.28923505544662476,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=9;n_train=18;n_test=1,scGPT_human,baseline,mse,1.6089675426483154,4.176182746887207,-2.5672152042388916,lower_is_better,False,True,0,2.5672152042388916,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,scGPT_human,baseline,mse,0.3976057767868042,1.394498586654663,-0.9968928098678589,lower_is_better,False,True,0,0.9968928098678589,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=17;n_train=18;n_test=1,scGPT_human,baseline,mse,2.7716593742370605,3.348284721374512,-0.5766253471374516,lower_is_better,False,True,0,0.5766253471374516,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=6;n_train=18;n_test=1,scGPT_human,baseline,mse,0.2354008555412292,0.7992085218429565,-0.5638076663017273,lower_is_better,False,True,0,0.5638076663017273,True,True,True,0,improvement
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=1;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,-0.9849434494972228,0.98113214969635,-1.9660755991935728,higher_is_better,True,False,1.9660755991935728,0,True,True,True,1.9660755991935728,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=3;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,-0.9791350960731506,0.8265742659568787,-1.8057093620300293,higher_is_better,True,False,1.8057093620300293,0,True,True,True,1.8057093620300293,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=14;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,0.959985852241516,0.989834189414978,-0.029848337173462025,higher_is_better,True,False,0.029848337173462025,0,True,True,True,0.029848337173462025,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=5;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,-0.9867907762527466,-0.9624046087265016,-0.024386167526245006,higher_is_better,True,False,0.024386167526245006,0,True,True,True,0.024386167526245006,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=10;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,-0.9942875504493712,-0.9748427271842957,-0.019444823265075573,higher_is_better,True,False,0.019444823265075573,0,True,True,True,0.019444823265075573,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=2;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,0.9611549973487854,0.9794689416885376,-0.018313944339752197,higher_is_better,True,False,0.018313944339752197,0,True,True,True,0.018313944339752197,failure
perturbation_regression,results/perturbation_regression/perturbation_regression_fold_results.csv,dataset=dixit;context=dataset::all;method=frozen_linear;fold_id=7;n_train=18;n_test=1,scGPT_human,baseline,pearson_r,0.9914656281471252,-0.2159157842397689,1.2073814123868942,higher_is_better,False,True,0,1.2073814123868942,True,True,True,0,improvement
